id,code,region_code,full_name,level,name
7149,320400,320000,KAB. TELUK BINTUNI,2,TELUK BINTUNI
7058,320300,320000,KAB. TELUK WONDAMA,2,TELUK WONDAMA
6963,320200,320000,KAB. KAIMANA,2,KAIMANA
6754,320100,320000,KAB. FAK-FAK,2,FAK-FAK
6587,310500,310000,KAB. KEPULAUAN ANAMBAS,2,KEPULAUAN ANAMBAS
6494,310400,310000,KAB. LINGGA,2,LINGGA
6390,310300,310000,KAB. NATUNA,2,NATUNA
6300,310200,310000,KAB. KARIMUN,2,KARIMUN
6239,310100,310000,KAB. BINTAN,2,BINTAN
6046,300500,300000,KAB. GORONTALO UTARA,2,GORONTALO UTARA
5854,300400,300000,KAB. BONE BOLANGO,2,BONE BOLANGO
5735,300300,300000,KAB. POHUWATO,2,POHUWATO
5511,300200,300000,KAB. GORONTALO,2,GORONTALO
5421,300100,300000,KAB. BOALEMO,2,BOALEMO
5322,290600,290000,KAB. BELITUNG TIMUR,2,BELITUNG TIMUR
5259,290500,290000,KAB. BANGKA SELATAN,2,BANGKA SELATAN
5189,290400,290000,KAB. BANGKA BARAT,2,BANGKA BARAT
5119,290300,290000,KAB. BANGKA TENGAH,2,BANGKA TENGAH
5064,290200,290000,KAB. BELITUNG,2,BELITUNG
4976,290100,290000,KAB. BANGKA,2,BANGKA
4318,280400,280000,KAB. SERANG,2,SERANG
4016,280300,280000,KAB. TANGERANG,2,TANGERANG
3641,280200,280000,KAB. LEBAK,2,LEBAK
3267,280100,280000,KAB. PANDEGLANG,2,PANDEGLANG
2999,270800,270000,KAB. KEPULAUAN MOROTAI,2,KEPULAUAN MOROTAI
2907,270700,270000,KAB. KEPULAUAN SULA,2,KEPULAUAN SULA
2794,270600,270000,KAB. HALMAHERA TIMUR,2,HALMAHERA TIMUR
2513,270500,270000,KAB. HALMAHERA SELATAN,2,HALMAHERA SELATAN
2298,270400,270000,KAB. HALMAHERA UTARA,2,HALMAHERA UTARA
2110,270300,270000,KAB. HALMAHERA BARAT,2,HALMAHERA BARAT
2028,270200,270000,KAB. HALMAHERA TENGAH,2,HALMAHERA TENGAH
1949,270100,270000,KAB. PULAU TALIABU,2,PULAU TALIABU
1717,260900,260000,KAB. BENGKULU TENGAH,2,BENGKULU TENGAH
85523,242000,240000,KAB. MANGGARAI TIMUR,2,MANGGARAI TIMUR
85379,241900,240000,KAB. SUMBA BARAT DAYA,2,SUMBA BARAT DAYA
85308,241800,240000,KAB. SUMBA TENGAH,2,SUMBA TENGAH
85191,241700,240000,KAB. NAGAKEO,2,NAGAKEO
84985,241600,240000,KAB. MANGGARAI BARAT,2,MANGGARAI BARAT
1502,260800,260000,KAB. SELUMA,2,SELUMA
1290,260700,260000,KAB. KAUR,2,KAUR
1159,260600,260000,KAB. LEBONG,2,LEBONG
1029,260500,260000,KAB. KEPAHIANG,2,KEPAHIANG
864,260400,260000,KAB. MUKO-MUKO,2,MUKO-MUKO
698,260300,260000,KAB. BENGKULU SELATAN,2,BENGKULU SELATAN
529,260200,260000,KAB. REJANG LEBONG,2,REJANG LEBONG
265,260100,260000,KAB. BENGKULU UTARA,2,BENGKULU UTARA
124,253600,250000,KAB. INTAN JAYA,2,INTAN JAYA
87,253500,250000,KAB. DEIYAI,2,DEIYAI
